Question ID,Question Text,Answer ID,Answer Text,Is Reference
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.246.1,Moves forward then lets out the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.256.1,Allows you to move it around.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.283.1,Goes back and goes straight.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.285.1,Bends when you release the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.289.1,Uses your wrist and your arm.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.292.1,Bends and then gradually straightens.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.294.1,Allows you to throw the ball because when you are about to throw the ball you are bending your elbow.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.320.1,Moves back and forth.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.321.1,Goes back and forth when you throw a ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.324.1,Bends and if you do not bend it will be hard to throw.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.328.1,Move back to front.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.331.1,Up and down if it did not go up and down you could not throw a ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.346.1,Move side to side and up and down.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.350.1,Back and forth side to side.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.352.1,Wrist throws it by coming together with the arm.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.361.1,Goes up and down when you throw a ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.365.1,The hinge joint moves bendable ways.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.383.1,Goes back then forward the ball flies.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.387.1,Forward not back but forward.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.388.1,Back and forth.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.389.1,Is the joint where it moves back and forward.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.390.1,You use to throw a the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.393.1,Moves side to side.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.423.1,Bends back ready to push the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.427.1,Only goes one way like a hinge on a door.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.428.1,Goes up and when you release it goes down.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.429.1,Makes the ball come out of your hands.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.433.1,Your hinge joint goes back and then forward.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.440.1,Spring out with the ball and socket you go in.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.457.1,You lower arm starts back and goes forward.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.458.1,Backwards and forward.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.459.1,No answer.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.463.1,"You bend and let go of the ball with your hand, gliding joint.",False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.466.1,When you start to pass the hinge joint will help you in the impact.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.467.1,Your gliding joint moves forward to throw a ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.470.1,Moves the ball forward and give it power.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.471.1,Controls where the ball goes.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.487.1,Opens or bends back to being straight.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.491.1,Side to side.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.492.1,Moves forward.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.493.1,Pushes it.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.497.1,"Back, stretch.",False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.498.1,Just goes up and down once.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.499.1,You can move you elbow that is what the hinge joint does.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.500.1,Moves up and down.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.501.1,So you can bend your arm then extend it.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.502.1,Move up or down to throw a ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.504.1,Moves forward.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.521.1,Grips with the fingers.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.523.1,Does open and close.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.524.1,Bends to hold the ball then opens to let the ball go.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.525.1,Moves up and down.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.532.1,No answer.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.533.1,Moves in a vertical direction.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.536.1,"Open, close.",False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.537.1,Moves when you release the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.564.1,"Shoulder, elbow.",False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.566.1,Closes and goes back.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.569.1,"Fifth lumber vertebrae mover in circles back and forth, side to side.",False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.570.1,Bends back and the socket joint goes back and then forward.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.572.1,Moves like a gate or door.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.573.1,Bends back and then it throws.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.575.1,Moves back then forth to throw the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.577.1,Your gains from back to forth.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.578.1,Moves when you throw a ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.579.1,Close and open.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.592.1,Goes back then forth.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.593.1,When you are about to throw it flexes out.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.597.1,The hinge joint allows you to move your elbow when you throw the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.600.1,Around and up and sides.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.609.1,In and out.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.610.1,They move by the ball and socket move up and the hinge also.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.613.1,Moves only one way like the elbow can only move one way.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.614.1,Is where you elbow goes in and goes out.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.616.1,The wall in socket joint goes in circle.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.629.1,Goes up and out.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.635.1,Moves because you fold your elbow to throw the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.636.1,Makes the ball go in the field.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.638.1,Moves when you throw a ball because when you throw the hinge joint goes down.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.642.1,It allows to bend one direction.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.645.1,Opens and close to help throw the ball.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.647.1,"Moves in only 2 directions, front and back and side to side.",False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.650.1,Back and forth.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.652.1,When you throw the 2 bones meet.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.981.1,Opens and close.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.986.1,Up and down.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.989.1,They all move together and throw it.,False
seb2custom:HB_24b1,Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,HB.24b1.997.1,The hinge joint moves up and down.,False
