Question ID,Question Text,Answer ID,Answer Text,Is Reference
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj39-l2.qa119,Bulbs A and C are still contained in a closed path with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj40-l2.qa113,bulb b and c are still on a closed path with the battery.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj40-l2.qa114,bulb and and c are still contained in a closed path with the battery.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj42-l2.qa105,there is a closed path that contains the battery and bulb a and bulb c,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj43-l2.qa109,bulb a and bulb c are still contained in closed paths with the battery.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj46-l2.qa119,Bulb A and bulb C are still contained in closed paths with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj47-l2.qa112,Bulb A and C are still contained in closed paths with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj48-l2.qa103,bulbs a and c will still be contained in a closed path with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb1-l2.qa93,It is on a separate path,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb2-l2.qa94,There is a closed path to the bulbs.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb3-l2.qa96,it is close enought to the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb4-l2.qa92,A and C are on their own contained path with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb5-l2.qa92,bulbs a and c are still on a closed path containing the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb6-l2.qa92,A and C remain on a closed circuit,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb7-l2.qa93,They have another closed ppath to the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb9-l2.qa93,Bulbs A and C are still contained in closed paths to the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb10-l2.qa92,because a and c are in series and b is in parallel,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb11-l2.qa92,Bulb A and C are still contained within a closed path and connected to a battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb12-l2.qa92,bulb a and bulb c would be contained in a closed path with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb13-l2.qa92,"There will still be a closed path containin bulb A, bulb C and the battery.",False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb15-l2.qa93,still connected to battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb16-l2.qa93,same path,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb17-l2.qa94,There is still a closed path for bulb A and C,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb18-l2.qa92,They are still in a closed pathway with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb19-l2.qa92,there is still a path for the 2 bulbs,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb20-l2.qa92,Bulb A and C will still be in a contained path.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb21-l2.qa92,seperate curcuits,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb22-l2.qa92,not contained inthe same path,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb24-l2.qa96,SEPARATE PATHS,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb25-l2.qa93,They are all in separate paths.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb26-l2.qa92,Bulbs A and C will still be a part of a complete circut.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb27-l2.qa92,they are still conatined in a closed circuit with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb28-l2.qa92,Bulbs A and C are on a separate closed path,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb29-l2.qa93,B would not cause a gap for either A or C,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb30-l2.qa92,bulbs a and c are both still contained in a closed path with the battery.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb31-l2.qa92,because bulb a and c would still be in a complete circuit with the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb32-l2.qa92,they have closed paths,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb34-l2.qa93,Bulb A and bulb C are still contained in a closed path with the battery.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb35-l2.qa94,Bulb b is on a seperate pathway from A and C which are still connected to the battery.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb36-l2.qa92,"B does not effect the paths of the other 2, they are still closed",False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb37-l2.qa93,seperate paths connected to the battery,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb38-l2.qa92,Bulbs A and C will still be contained in a closed path with the battery.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb39-l2.qa92,"bulbs a and c will still be in a closed path, even if bulb B burns out.",False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb40-l2.qa92,bulbs a and c will still have a direct path,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb41-l2.qa93,Bulbs A and C will be on because they still have a direct closed path to the battery.,False
seb2custom:HYBRID_BURNED_OUT_EXPLAIN_Q2,Explain your reasoning.,SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb42-l2.qa92,they are still on a closed circuit with the battery,False
