Question ID,Question Text,Answer ID,Answer Text,Is Reference
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.383.1,It would probably die because it is use to saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.384.1,It might die because it is only found in saltwater but it might stay alive because it is still water.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.390.1,The tree would die because if it is only found in saltwater it needs saltwater to grow and with freshwater the tree would die.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.391.1,It would probably die because it is not used to the environmental factor so it has to get used to.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.395.1,"I think I if you put a freshwater plant in a saltwater environment, they might not last long because the acid and bacteria.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.396.1,"It would probably die because if the right environment for the tree is saltwater then if you put it into freshwater it is going to die. When you think of it as fish, some fish can only stay in saltwater and some can only stay in freshwater and if you switch them then the fish is going to die.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.399.1,It would die because freshwater is not the right environmental place so that the mangrove can live.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.402.1,It would maybe take longer to grow or maybe even die because of the change in the type of water.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.404.1,"I think it will die because it grows in a saltwater environment so if you move it, it will die.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.405.1,"The growth rate might decrease, due to the loss of salt in the water.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.419.1,I think it would die out because it likes saltwater and if you move it to a place that is not what it likes it cannot live anymore.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.420.1,It might not grow or it will just grow a little and then die.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.421.1,I think it would die because it grows in saltwater and not freshwater. It will lose the salt it needs.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.426.1,It would die because it is habitat was really salty and the salt would help them the most so if you move the tree somewhere with freshwater it would die.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.428.1,"It would die, because it needs salt.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.429.1,I think the mangrove tree will grow more slower than the saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.431.1,It would probably die because the change of environment.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.432.1,It can die because its range of tolerance is something else. Or it can take a while to try to adapt to that type of environment.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.433.1,It would not grow as well or not even at all in freshwater. That is because the mangrove is used to saltwater move than freshwater. That is like tell a fish to live on land.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.434.1,The mangrove would probably die because saltwater environments is it is optimum condition.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.443.1,"I think the plant will die because if it lives in saltwater then that is probably the only environment it can live in if you moved it to a freshwater environment, it might not be use to it and die.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.445.1,If you moved a mangrove tree to a freshwater environment I think it would last for a few days. Then die soon. Because the mangrove tree is only used to saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.456.1,The would probably die because there is no salt.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.457.1,It would die because freshwater is out of the range of tolerance.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.459.1,It would die without saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.461.1,It would die because it is indigenous to saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.462.1,The tree will die or difficult to survive.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.466.1,"The way the mangrove tree might change because, it is in a different environment.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.467.1,That the trees would die because of the less salt that was in the water.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.468.1,"It might not grow; it would be so used to saltwater conditions, it could not live in freshwater.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.469.1,It would die. If it is only found in saltwater environments then it probably needs the salt.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.470.1,"It might survive if it was in it is range of tolerance, but it would more than likely die because it needs salt to survive.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.472.1,It would most likely die because it can only grow in saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.478.1,"Then it would mostly not grow or grow only a tiny bit, since there is not salt.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.484.1,It will not grow.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.495.1,I think it would die because it says it is only found in saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.496.1,It will still be good.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.504.1,It might not grow like it would in it is optimum environment.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.508.1,The tree would die because it has been moved to a different place that is not it is natural habitat.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.522.1,The tree cannot perfect looks like good. Tree can death because found saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.527.1,The plant will die because the tree is not used to different environment so that is why.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.529.1,The tree would die because it is only found in saltwater not freshwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.530.1,It might not grow because maybe it is not in the range of tolerance. Or it might still grow because it might still be in it is range of tolerance.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.532.1,It might die because you moved it from saltwater to freshwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.539.1,"If you moved it, the tree would not grow because it feeds on saltwater not freshwater.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.543.1,"The tree will start to change in colors and change now it grows, it might die.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.545.1,The mangrove tree will end up being dead because it is only saltwater tree.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.546.1,Well it would probably die because it would need some salt to live.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.547.1,It would not grow as well or it would not grow at all.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.614.1,It would not grow because it is used to saltwater and it would die.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.628.1,Maybe the environment might change by taking the tree because maybe a tree keeps the place cool if you take it out it will be hot.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.629.1,I think that it would die because the environment not in the tree's range of tolerance for salt.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.633.1,It would probably die because of all the different factors.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.634.1,It would not grow because if is used to saltwater. The change of environments makes a difference.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.635.1,It would not grow as good. Because if it is only found in saltwater environments I do not think it would grow as well.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.636.1,It would die because it is use to the saltwater.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.639.1,If you move in a saltwater tree to a freshwater environment it might die.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.640.1,"It would die soon, because it only lives in saltwater.",False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.642.1,The tree would probably die because it would need the salt to survive.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.645.1,I think the mangrove tree would probably die. Because plants need their optimum environment to survive.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.646.1,The mangrove tree will die because it is in a freshwater environment not a saltwater environment.,False
seb2custom:EV_25,The mangrove is a tree found only in saltwater environments. What would happen if you moved a mangrove tree to a freshwater environment? Explain your answer.,EV.25.647.1,"The mangrove would die because it is a tree only found in saltwater. So if you put the mangrove in freshwater, the mangrove would die.",False
