Question ID,Question Text,Answer ID,Answer Text,Is Reference
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.214.1,The cause was water vapor.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.215.1,I guess that when condensation hits cold surfaces the window condensation comes.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.216.1,The warm air was hitting the cold air.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.217.1,"The surface was warm and when cold air hits a warm surface, condensation happens.",False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.218.1,It was condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.219.1,It rained on the car so that how it happened because it rained.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.220.1,When warm condensation hits a cold surface it causes fog.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.221.1,It is condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.222.1,When warm things touches cold places it forms condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.223.1,"Since the windows were cold and the rain was also touching the windows, it caused condensation.",False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.224.1,When warmer water vapor hits the surface it causes fog.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.225.1,The heat inside and the cold outside.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.226.1,"It formed because water vapor touched a cold surface, and formed condensation.",False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.227.1,Because the windows are closed you can see water vapor on them.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.229.1,It was that it was a cold night and that made the windows cold and when water vapor touches a cold surface it turns into condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.230.1,When the warm water vapor hit the cold surface it caused condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.231.1,It was a cold and rainy night and when warmer air touches a cooler surface it forms condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.241.1,The reason why is because the water vapor hit the cold surface and became a liquid that's called condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.244.1,The windows were cold and so the water vapor condensate on the window.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.245.1,The fog on the windows was caused by condensation. Condensation is when water vapor hits a cold surface car window it cause the surface to fog up.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.250.1,The rain cooled the windows a little then the air inside the car air was a little warmer so it formed little water droplets.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.251.1,The fog is caused by condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.252.1,The water that evaporated from the ground evaporated and touched a colder surface than itself.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.257.1,The reason why the windows fogged up was because when it rains the water outside evaporates into water vapor and when it touches the car's cool surface windows it changes back into water and that is what formed the condensation rain is not usually freezing its warm.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.260.1,The windows were cooler than the water vapor so it fogged up.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.261.1,Warm air hitting the cool windows.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.262.1,It is because the coldness and the rain mixed together and it is a cold surface it makes condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.265.1,Frozen it do the fog.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.267.1,Condensation went on the windows so they could not see a thing.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.280.1,Well human have hot skin and when you touch cold things they fog up.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.283.1,The warm vapor inside the car hit the cold air outside.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.349.1,It evaporated.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.350.1,The windows are so cold and can fog.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.351.1,Hot and cold air.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.352.1,The water vapor stuck to the side and became water.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.355.1,The windows became fogged up was because of the cold. That way is evaporation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.356.1,It was surface area.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.357.1,The air.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.358.1,The rain was falling and it probably evaporated fast when it fell down that it fell right on their windows.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.360.1,The warm air hit the cold surface and caused condensation on the windows.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.362.1,"Because water warms up, then it evaporates to the clouds, then it cools, and it forms rain. And then it is condensation.",False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.365.1,The air temperature outside made the fog also called condensation form because of the cold air.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.385.1,"It was cold, read explanation above.",False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.390.1,"The window had a cold surface, so water vapor formed on it.",False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.392.1,The water evaporated.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.397.1,No answer.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.422.1,The warm air from the inside touched the cold surface of the window which made condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.423.1,The reason the windows formed condensation was because water vapor hit the window which was colder or hotter than the water vapor which formed condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.430.1,Warm moist air hitting a cold surface.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.486.1,It was condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.488.1,The water vapor was in the car and tried to get out but was trapped and began to fog.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.493.1,The windows were warm and the outside was cold. So that is what happened.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.497.1,Inside the car was like a hot day. The windows were a glass and outside was like cold lemonade. The water vapor condensed and turned into water. It stuck to the window because that is near the cold part.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.507.1,When it is a cold and rainy night you usually want to put the defrost on the inside of your car that causes the fog.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.508.1,The windows were cold so the water vapor tried to get outside of the car but it could not so it stuck to the windows.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.509.1,The windows were cold and when warm air hits something cold the molecules want to expand and then they hit the cold air and contract and make themselves visible.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.525.1,Because it was very cold.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.528.1,It was glass so that is how fog got on it just like if you are in the shower if you have a mirror it will fog up.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.529.1,The windows were really cold and got condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.539.1,The rain caused it.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.542.1,It had nothing to do with the window. It had to do with the air.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.556.1,The windows were cold on one side and warm on the other.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.558.1,The heater is may be cold outside on the window.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.559.1,Because the fog went on the window because the water in the fog wanted to be on a surface so it went on the window.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.565.1,"Because outside there was a lot of water and the water condensed on the window, and condensation happens on cold surfaces and the window is cold.",False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.566.1,Because the cold condensation stuck to the clear surface.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.567.1,The windows on the outside are cold and so water goes to the opposite side of the coldness. Because water likes cold air.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.575.1,Water vapor in the car.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.577.1,The heat in the a car made the water vapor expand to the cloud spot.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.591.1,It had rain on it and it was cold.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.603.1,Because it was very cold and then they started the car up and then there was heat and water vapor formed.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.626.1,Because the weather is rainy and cold to make steam from the air bisect like a magnet to glass window.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.627.1,It was the coldest area possible for the condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.628.1,One side was wet and cold and the other side is warm and dry so it makes condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.629.1,The fog was caused by water vapor and condensation.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.630.1,There was moisture inside and it was cold outside.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.631.1,The weather was cold.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.635.1,The fog on the window was water vapor that is what caused the fog on the window.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.637.1,The air and the water vapor mixed together and stuck onto the window.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.638.1,The windows were cooler than the inside of the car.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.639.1,Because it is warm inside and the water was cold so it caused water vapor.,False
seb2custom:WA_52b,"Johnny drove to the store with his father one cold and rainy night. They had only driven a short distance when the windows ""fogged up"" on the inside. What was it about the windows that caused the ""fog"" to form on them?",WA.52b.640.1,When it is cold and warm the cold I think pushed the window.,False
